SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1243,solana,,2023-12-14 00:00:00,76.186,69.682,70.596,75.686,9.45M,0.0
1244,solana,,2023-12-15 00:00:00,79.454,72.214,75.686,72.545,11.17M,0.0
1245,solana,,2023-12-16 00:00:00,77.191,71.279,72.503,73.724,7.21M,0.0
1246,solana,,2023-12-17 00:00:00,74.914,70.594,73.733,70.737,6.50M,0.0
1247,solana,,2023-12-18 00:00:00,75.38,67.13,70.799,74.394,9.17M,0.0
1248,solana,,2023-12-19 00:00:00,76.352,71.833,74.418,73.078,7.64M,0.0
1249,solana,,2023-12-20 00:00:00,83.992,72.986,73.068,82.164,13.60M,0.0
1250,solana,,2023-12-21 00:00:00,95.465,81.187,82.164,93.92,15.31M,0.0
1251,solana,,2023-12-22 00:00:00,99.342,90.659,93.908,97.972,15.05M,0.0
1252,solana,,2023-12-23 00:00:00,109.638,92.869,97.964,107.948,10.51M,0.0
1253,solana,,2023-12-24 00:00:00,117.912,107.504,107.948,112.471,15.82M,0.0
1254,solana,,2023-12-25 00:00:00,125.506,108.164,112.514,120.761,13.74M,0.0
1255,solana,,2023-12-26 00:00:00,121.291,103.265,120.761,112.603,15.42M,0.0
1256,solana,,2023-12-27 00:00:00,115.232,105.099,112.603,106.782,11.25M,0.0
1257,solana,,2023-12-28 00:00:00,109.442,97.302,106.766,101.845,12.92M,0.0
1258,solana,,2023-12-29 00:00:00,109.726,99.632,101.845,106.166,11.74M,0.0
1259,solana,,2023-12-30 00:00:00,107.36,100.862,106.166,101.808,4.93M,0.0
1260,solana,,2023-12-31 00:00:00,105.151,99.597,101.808,101.59,4.84M,0.0
1261,solana,,2024-01-01 00:00:00,109.668,101.558,101.59,109.628,5.57M,0.0
1262,solana,,2024-01-02 00:00:00,116.92,106.052,109.728,106.72,9.66M,0.0
1263,solana,,2024-01-03 00:00:00,109.887,86.141,106.72,98.536,15.16M,0.0
1264,solana,,2024-01-04 00:00:00,108.042,96.776,98.536,104.876,8.73M,0.0
1265,solana,,2024-01-05 00:00:00,105.301,95.605,104.876,99.93,8.01M,0.0
1266,solana,,2024-01-06 00:00:00,100.227,91.618,99.93,93.728,6.18M,0.0
1267,solana,,2024-01-07 00:00:00,96.713,87.928,93.728,89.328,6.84M,0.0
1268,solana,,2024-01-08 00:00:00,99.91,85.331,89.347,97.86,12.28M,0.0
1269,solana,,2024-01-09 00:00:00,103.898,95.484,97.899,99.37,10.42M,0.0
1270,solana,,2024-01-10 00:00:00,105.323,92.35,99.37,102.024,10.77M,0.0
1271,solana,,2024-01-11 00:00:00,107.04,97.78,102.05,99.862,11.41M,0.0
1272,solana,,2024-01-12 00:00:00,100.427,87.66,99.862,92.039,7.95M,0.0
1273,solana,,2024-01-13 00:00:00,97.039,89.59,92.058,95.774,5.22M,0.0
1274,solana,,2024-01-14 00:00:00,103.11,93.767,95.781,93.855,7.68M,0.0
1275,solana,,2024-01-15 00:00:00,96.87,93.166,93.9,94.398,4.49M,0.0
1276,solana,,2024-01-16 00:00:00,98.682,94.189,94.358,97.607,4.57M,0.0
